EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
9127,52,0,3,0,1,0,8,4,10,10,10,10,8,7,8,10,5,10,5,741.0
9128,34,1,2,1,2,2,8,2,5,10,10,5,2,10,8,2,5,7,3,714.4
9129,52,0,2,1,2,2,7,5,6,10,10,2,4,1,8,5,7,6,3,668.4
9130,49,0,0,0,2,2,9,2,3,5,10,10,7,10,7,0,10,3,4,710.8
9131,34,0,0,0,2,2,10,2,8,10,10,4,8,9,8,3,10,5,2,715.9
9132,34,0,0,1,2,2,7,3,10,10,10,5,4,5,8,10,10,6,3,698.1
9133,34,1,3,1,2,2,7,2,8,4,10,2,1,3,8,0,1,8,5,706.2
9134,49,1,3,1,2,2,7,1,8,8,8,5,5,6,8,0,4,7,4,728.9
9135,49,1,1,1,2,2,2,2,5,10,10,2,1,10,7,3,6,1,2,670.0
9136,49,1,0,0,1,0,2,4,10,10,10,5,3,7,6,0,10,10,4,713.4
9137,34,1,1,0,2,2,8,0,10,10,10,5,3,5,7,8,10,4,4,730.2
9138,49,0,0,1,2,2,8,3,10,10,10,6,3,8,7,5,8,10,3,724.0
9139,52,0,3,0,2,2,1,2,8,10,10,2,6,2,5,0,5,9,2,674.8
9140,49,0,3,0,1,1,5,3,8,10,10,2,3,7,6,5,6,3,4,645.4
9141,34,0,2,0,2,2,4,3,6,3,10,2,1,6,7,10,3,3,5,636.9
9142,49,1,3,1,2,2,3,3,4,2,10,0,1,3,6,8,3,0,2,603.8
9143,49,0,2,1,2,2,8,1,10,3,10,5,3,1,6,7,1,5,3,649.3
9144,49,1,2,1,2,2,8,2,10,10,10,6,3,10,6,0,6,9,5,729.3
9145,52,0,0,0,2,2,3,4,9,5,10,2,1,5,6,0,2,4,5,656.9
9146,49,0,0,0,2,2,7,3,10,8,10,5,4,7,7,0,10,2,2,701.7
9147,49,0,1,0,2,2,5,4,10,5,10,2,5,10,8,2,6,2,4,700.8
9148,34,1,0,1,1,1,0,3,1,6,10,2,1,9,5,3,3,2,1,594.6
9149,49,0,1,0,1,1,5,3,7,5,10,8,3,4,7,0,5,1,5,653.5
9150,49,0,1,1,2,2,8,4,6,10,10,3,5,4,6,10,3,10,4,692.4
9151,34,0,0,1,2,2,8,2,7,10,10,5,4,7,8,10,10,6,3,700.2
9152,52,0,0,0,1,0,9,5,6,8,10,5,0,10,7,0,6,7,5,680.2
9153,49,1,0,0,1,0,2,3,7,10,10,2,3,10,7,0,4,4,5,710.8
9154,34,0,1,0,2,2,8,1,10,10,10,5,7,10,7,2,10,7,5,738.0
9155,49,0,1,0,2,2,10,5,10,10,10,10,0,10,5,0,10,4,5,722.3
9156,34,0,0,0,2,2,8,2,10,10,10,3,5,3,8,2,10,5,2,709.6
9157,34,0,2,0,1,1,4,3,7,10,10,4,1,6,7,0,4,2,5,687.9
9158,34,0,2,0,2,2,7,2,4,4,10,4,4,6,7,9,3,5,4,681.1
9159,52,1,3,1,2,2,8,3,4,5,7,2,5,10,6,7,1,1,5,663.0
9160,49,1,1,0,2,2,8,3,10,5,10,7,2,6,8,0,4,1,4,691.5
9161,49,0,0,1,2,2,7,2,10,8,9,8,6,10,6,0,6,7,3,724.2
9162,34,0,2,1,2,2,5,4,6,4,10,2,2,6,7,10,4,4,5,645.4
9163,52,0,2,1,2,2,10,4,6,10,10,2,6,10,7,0,4,1,5,736.3
9164,34,0,0,1,2,2,7,3,10,10,10,7,7,5,7,7,8,6,4,714.9
9165,49,0,2,0,2,2,7,4,5,10,10,4,2,8,8,5,10,7,4,705.5
9166,34,0,2,1,2,2,4,1,6,3,10,4,4,10,8,6,10,6,4,699.1
9167,34,0,3,0,2,2,7,2,10,10,10,5,4,10,7,10,10,6,5,732.9
9168,49,0,3,1,2,2,0,5,5,10,10,2,3,4,5,5,5,1,3,654.8
9169,49,0,3,1,2,2,8,3,10,10,10,5,5,9,7,4,7,7,5,753.1
9170,49,0,0,0,2,2,8,3,8,2,10,1,7,10,8,10,4,5,4,690.6
9171,34,0,3,1,1,0,5,4,10,2,5,3,2,2,5,0,6,5,3,652.7
9172,49,0,0,0,1,0,4,3,5,6,8,6,3,10,7,3,8,4,2,646.2
9173,49,0,3,1,2,2,8,5,10,3,10,10,6,9,8,5,2,6,5,712.5
9174,49,0,3,0,2,2,5,4,10,4,10,3,6,6,7,6,3,1,3,670.9
9175,49,0,0,1,2,2,10,0,10,10,10,4,7,5,7,0,5,10,5,764.2
9176,49,0,1,1,2,2,10,3,10,10,10,5,7,7,7,0,10,10,4,739.1
9177,52,0,1,1,2,2,10,3,10,10,10,5,5,10,7,0,5,1,5,746.5
9178,52,1,3,0,1,0,7,3,4,10,10,2,1,6,7,0,3,3,1,662.4
9179,34,0,3,1,1,1,8,3,10,10,10,0,3,7,7,4,10,1,4,683.0
9180,34,0,3,1,2,2,9,3,6,10,10,2,7,10,7,6,10,1,3,709.1
9181,34,0,1,0,2,2,8,3,6,6,10,7,6,6,8,0,1,3,2,688.1
9182,49,0,2,0,2,2,10,1,6,10,10,4,3,10,6,10,10,6,4,703.8
9183,34,0,3,1,2,2,8,5,10,5,10,8,3,5,8,10,10,8,5,733.8
9184,52,0,2,1,2,2,4,0,6,10,10,2,6,7,7,8,10,1,1,674.5
9185,49,0,1,0,2,2,5,3,10,3,10,4,5,9,8,10,7,2,3,685.3
9186,49,0,0,0,2,2,8,2,10,10,10,5,8,6,8,10,10,1,5,727.2
9187,49,1,1,1,2,2,7,4,1,8,10,1,7,4,5,10,3,10,2,631.0
9188,49,0,3,0,2,2,7,4,10,10,10,2,2,5,6,10,2,0,4,638.2
9189,49,0,2,0,2,2,10,2,4,10,10,10,10,10,8,0,10,10,4,772.2
9190,49,0,0,0,2,2,8,4,7,10,10,10,3,8,8,10,10,5,4,702.1
9191,52,0,1,0,2,2,8,1,10,10,10,1,0,8,6,8,8,8,5,701.7
9192,34,0,1,1,2,2,6,4,4,10,4,5,5,10,6,10,4,10,5,695.3
9193,34,0,2,0,2,2,8,2,8,6,7,8,2,4,9,5,10,4,2,704.9
9194,34,0,2,1,2,2,6,4,6,3,10,5,2,7,7,10,4,4,5,650.7
9195,34,1,0,0,1,0,7,1,10,6,10,3,2,10,8,2,7,2,4,716.1
9196,49,0,3,0,2,2,10,1,10,10,10,5,10,5,7,1,6,8,5,759.1
9197,49,0,3,0,2,2,7,2,7,10,10,2,6,7,7,0,2,3,5,693.2
9198,49,0,0,0,2,2,8,2,10,3,10,3,4,8,7,0,2,1,5,700.2
9199,52,0,3,1,2,2,10,1,10,5,10,5,8,4,6,0,10,10,5,763.8
9200,34,0,3,0,1,1,5,4,10,6,10,2,4,4,6,2,4,2,3,641.4
9201,49,0,2,1,2,2,5,3,10,10,10,3,3,4,8,5,8,1,3,687.7
9202,34,0,0,1,2,2,3,2,5,2,10,3,4,2,6,0,3,5,2,669.9
9203,49,1,2,1,2,2,9,2,6,2,5,1,2,10,6,7,6,2,2,639.2
9204,34,1,2,1,1,0,6,3,2,0,8,3,1,8,8,10,7,1,1,627.3
9205,52,1,1,0,2,2,0,4,0,10,10,3,6,10,5,1,0,1,5,635.6
9206,49,0,3,1,2,2,7,4,8,6,10,5,4,5,7,0,5,4,2,680.9
9207,49,0,3,0,2,2,5,1,10,10,10,10,7,6,9,0,10,8,2,751.2
9208,49,1,1,1,2,2,5,1,3,2,10,4,1,1,7,0,10,0,5,663.1
9209,49,1,0,0,1,0,2,2,4,0,2,1,0,6,8,2,1,0,5,632.0
9210,34,1,2,1,2,2,7,3,5,5,7,8,5,10,8,0,10,3,3,719.5
9211,34,0,3,0,1,0,4,3,1,3,10,2,0,4,7,3,5,0,1,578.7
9212,24,0,2,0,2,2,5,2,2,9,6,4,1,4,9,4,6,3,3,662.4
9213,52,0,3,1,2,2,9,3,8,10,10,8,3,10,8,10,5,3,5,729.7
9214,52,0,2,0,2,2,7,3,3,10,10,0,0,5,6,0,4,0,4,646.7
9215,34,1,0,1,1,1,8,2,1,4,10,3,1,5,7,10,5,3,1,655.4
9216,34,0,2,1,2,2,3,4,8,4,3,2,2,8,7,0,4,0,1,645.8
9217,34,0,3,0,1,0,1,5,3,10,10,2,5,8,8,8,2,1,5,639.2
9218,49,0,3,0,2,2,5,2,10,2,10,2,1,5,7,0,10,1,3,667.3
9219,49,0,3,0,1,0,8,1,5,10,10,3,4,5,8,8,2,2,3,635.2
9220,52,0,0,0,2,2,9,4,10,10,10,5,2,1,8,10,8,6,2,654.8
9221,34,0,1,1,1,0,8,0,8,6,10,3,2,7,9,0,7,1,3,683.4
9222,52,1,1,0,2,2,6,2,4,4,3,5,1,10,8,1,3,10,4,700.8
9223,52,0,2,0,2,2,3,1,10,9,3,5,3,4,6,0,10,2,5,728.1
9224,34,0,3,1,2,2,2,2,6,5,7,7,5,7,7,4,10,4,3,688.1
9225,49,0,0,1,2,2,8,2,8,8,10,3,2,6,6,0,6,1,4,679.2
9226,52,1,3,1,2,2,7,3,5,5,10,4,4,8,5,8,10,8,2,715.1
9227,52,0,1,0,2,2,3,2,4,4,5,3,1,4,7,5,10,2,3,656.9
9228,49,1,1,0,2,2,6,3,2,2,4,2,2,2,7,8,4,2,3,624.2
9229,34,1,1,0,1,1,4,3,4,4,6,2,0,5,7,5,5,1,1,587.4
9230,49,0,1,0,1,0,7,2,6,5,3,4,6,5,7,2,3,1,3,638.4
9231,49,0,1,1,2,2,4,4,3,10,5,3,2,10,7,4,10,1,5,688.7
9232,49,1,1,0,2,2,2,5,7,10,10,8,2,5,7,10,9,4,1,665.6
9233,49,0,0,0,2,2,8,3,10,10,6,5,2,6,6,0,10,4,4,723.4
9234,34,1,0,0,1,0,5,4,6,5,10,8,2,4,5,7,6,1,2,648.0
9235,52,0,3,0,1,0,8,1,3,10,4,3,7,7,7,0,4,7,2,691.5
9236,34,1,3,1,1,1,6,3,8,4,10,7,4,5,8,0,5,3,5,687.9
9237,34,0,2,0,2,2,7,3,10,5,10,0,8,5,7,10,3,3,5,675.8
9238,49,0,2,0,2,2,3,1,6,4,4,2,3,5,8,5,1,3,3,647.1
9239,52,0,2,0,2,2,7,1,10,4,10,3,3,5,7,0,7,1,3,679.2
9240,52,0,2,1,1,0,7,1,10,10,7,2,6,2,6,3,10,3,2,681.8
9241,34,1,1,1,2,2,9,4,10,4,10,6,5,7,6,10,10,1,4,689.6
9242,52,0,1,1,2,2,7,2,7,10,10,5,2,10,7,0,10,2,5,714.2
9243,49,0,1,1,2,2,7,1,5,10,10,6,4,4,9,0,3,4,5,727.0
9244,34,1,2,0,2,2,3,4,1,3,3,0,0,3,7,10,3,1,1,571.7
9245,52,0,0,1,2,2,8,3,10,10,8,3,2,6,8,0,9,8,5,717.0
9246,49,0,0,0,1,0,4,4,4,2,4,1,0,2,8,3,2,0,1,578.5
9247,34,0,1,0,1,0,2,5,5,1,3,5,3,5,7,0,3,1,4,594.2
9248,34,1,2,0,2,2,7,1,3,2,5,2,2,3,8,0,3,2,5,651.8
9249,49,0,1,0,2,2,4,5,2,4,6,2,3,5,8,0,8,2,4,642.0
9250,34,0,0,0,2,2,8,2,6,3,2,4,3,7,7,4,8,4,4,677.9
9251,52,1,3,1,2,2,1,2,1,3,4,3,2,5,8,2,5,2,3,616.5
9252,52,1,0,0,1,0,2,2,1,1,5,2,2,3,8,2,5,1,2,605.9
9253,49,0,0,1,1,1,1,3,3,3,2,2,1,3,5,0,2,0,4,567.9
9254,49,0,3,1,2,2,9,5,5,5,10,4,2,10,8,0,10,5,5,734.8
9255,52,1,1,1,2,2,7,3,3,3,10,3,2,8,7,4,5,1,5,647.5
9256,49,0,0,1,2,2,8,2,5,2,10,3,3,3,8,0,5,2,2,672.2
9257,52,1,1,0,2,2,3,1,3,7,6,5,4,4,7,5,4,3,3,665.4
9258,52,1,2,0,2,2,6,1,6,10,6,3,6,5,7,5,5,4,4,694.5
9259,49,0,3,0,2,2,5,5,3,1,1,2,7,2,6,1,3,1,1,601.9
9260,34,0,2,0,2,2,2,2,2,3,10,2,4,2,7,1,2,2,1,612.3
9261,49,0,0,0,2,2,7,0,8,10,3,8,2,4,7,7,10,4,4,713.0
9262,49,0,0,1,2,2,9,4,3,10,10,10,5,5,7,0,6,4,2,714.9
9263,24,1,3,1,2,2,5,1,5,2,5,5,3,5,6,4,10,3,2,646.7
9264,49,0,3,0,2,2,10,2,7,7,9,4,3,4,8,0,6,2,3,682.6
9265,34,1,0,0,1,1,7,1,4,3,4,4,4,10,6,0,6,3,2,678.3
9266,52,0,0,1,2,2,6,5,10,10,5,5,5,10,6,5,10,2,5,719.1
9267,52,1,2,1,2,2,10,0,5,10,6,10,1,5,5,4,10,2,2,726.4
9268,52,1,2,1,2,2,8,1,4,10,8,3,4,10,7,0,2,7,4,748.2
9269,52,1,0,0,1,0,7,1,3,10,4,4,2,8,6,0,6,3,4,694.9
9270,52,0,1,1,2,2,6,1,2,1,2,1,0,10,7,0,1,2,5,670.0
9271,34,0,0,0,2,2,5,3,6,5,5,5,2,5,7,10,5,4,2,636.7
9272,49,0,3,1,2,2,5,2,4,10,4,10,2,6,7,0,6,1,4,674.3
9273,49,0,2,1,2,2,10,1,7,8,10,8,8,10,7,0,7,3,4,756.7
9274,34,1,1,0,1,1,5,1,6,1,1,1,3,9,7,0,4,0,1,637.5
9275,34,0,1,0,2,2,8,2,2,10,10,5,3,5,7,0,5,7,3,716.6
9276,34,0,3,1,2,2,3,2,7,7,3,3,1,4,6,9,4,1,5,638.0
9277,34,0,3,1,2,2,6,3,2,1,10,2,2,5,6,10,10,1,5,645.0
9278,52,0,2,0,2,2,3,2,10,6,3,2,2,7,7,0,5,1,5,666.0
9279,49,0,3,0,2,2,7,4,4,8,7,5,3,6,8,7,9,5,5,681.3
9280,49,0,1,1,1,0,5,5,5,5,10,4,3,9,6,2,7,8,1,644.1
9281,34,1,3,1,2,2,7,1,2,2,5,5,4,7,7,0,4,4,2,650.7
9282,49,1,1,0,2,2,7,5,10,3,3,4,0,7,6,0,5,1,5,657.3
9283,34,1,1,0,2,2,4,3,1,0,2,2,4,8,9,0,4,4,2,646.2
9284,34,0,3,0,2,2,2,1,10,1,2,4,7,2,7,0,1,2,1,653.1
9285,49,0,3,1,2,2,9,3,7,10,7,5,4,10,8,0,10,3,3,719.5
9286,34,0,1,0,1,0,4,5,4,5,7,1,6,7,7,8,6,3,2,630.3
9287,34,0,0,1,2,2,3,4,3,6,4,4,2,1,5,5,4,2,2,613.4
9288,34,1,1,1,2,2,8,2,5,10,2,8,4,8,8,6,6,6,5,712.3
9289,52,1,2,1,2,2,10,2,10,10,10,10,6,10,8,0,10,10,2,758.6
9290,52,1,1,1,2,2,10,3,10,10,10,10,6,10,8,0,10,10,2,755.2
9291,34,1,3,0,1,0,4,2,3,4,3,4,5,6,7,3,3,5,5,676.0
9292,49,1,3,1,2,2,8,2,8,6,6,6,4,4,6,3,9,4,1,699.2
9293,49,0,1,1,2,2,4,3,4,1,2,5,5,2,7,9,10,4,3,644.6
9294,34,0,1,1,1,0,5,4,1,2,4,2,1,8,5,0,3,0,1,597.8
9295,52,0,1,0,2,2,8,3,1,6,3,1,2,7,9,0,4,5,5,671.5
9296,49,0,2,0,2,2,1,3,5,10,10,1,3,10,8,10,4,2,3,637.9
9297,52,0,0,1,2,2,0,5,2,0,8,0,1,10,7,0,2,2,2,622.4
9298,49,0,2,0,2,2,7,5,10,1,5,0,2,10,7,10,10,2,5,664.9
9299,49,0,0,0,2,2,1,4,3,10,3,4,2,4,7,4,10,1,3,673.9
9300,49,0,1,1,1,1,3,5,8,10,10,6,2,1,7,0,5,0,2,646.1
9301,49,0,1,1,2,2,7,5,4,4,7,5,6,10,8,0,8,3,2,668.5
9302,34,1,0,0,1,1,8,1,3,10,2,4,2,5,7,2,4,6,4,709.8
9303,34,0,2,1,2,2,4,5,3,10,10,2,2,7,5,3,10,8,1,655.4
9304,34,1,2,0,1,1,2,5,4,4,3,0,0,3,5,4,2,0,3,576.4
9305,24,1,3,1,1,1,9,3,3,4,10,6,7,10,8,0,8,1,2,675.3
9306,24,1,1,0,1,1,3,4,2,5,6,0,3,6,6,6,0,0,4,577.2
9307,24,1,1,0,1,1,3,3,4,2,5,4,2,7,6,10,4,0,1,611.4
9308,24,0,3,0,2,2,7,4,4,2,10,3,1,6,7,0,0,2,4,648.8
9309,24,0,2,1,2,2,7,4,5,3,10,8,2,5,8,0,4,0,5,676.0
9310,24,0,1,0,2,2,9,3,7,1,10,5,2,5,7,0,8,0,5,679.2
9311,24,1,2,1,2,2,8,3,8,7,10,7,7,10,7,2,10,7,3,721.0
9312,24,0,2,1,2,2,7,4,3,2,10,2,1,7,7,0,1,2,3,643.9
9313,24,0,2,0,2,2,3,5,10,4,8,2,2,5,7,0,4,2,3,643.5
9314,24,1,2,0,2,2,0,4,1,0,8,0,2,6,7,6,0,1,4,580.8
9315,24,0,2,0,2,2,8,3,7,3,10,6,4,5,9,0,8,1,5,693.2
9316,24,1,0,0,1,0,3,3,6,0,9,4,3,5,7,0,0,7,5,650.3
9317,24,1,2,1,2,2,5,4,5,1,10,5,2,5,7,0,7,1,2,655.4
9318,24,0,1,1,2,2,4,1,8,2,9,2,2,4,7,0,2,3,2,655.2
9319,24,1,2,1,1,1,0,5,0,0,0,0,0,10,2,10,0,0,0,499.0
9320,24,1,2,1,2,2,7,2,6,5,7,8,6,6,8,3,6,4,3,698.3
9321,24,0,1,0,1,0,1,5,1,0,10,1,0,7,7,0,0,0,1,594.6
9322,24,1,1,1,1,1,7,0,8,7,9,5,2,7,6,0,2,7,4,674.3
9323,24,0,0,0,2,2,7,3,3,3,10,4,1,10,8,5,8,2,5,685.5
9324,24,1,2,0,2,2,3,0,5,5,10,2,0,10,8,0,2,1,5,682.1
9325,52,0,3,0,2,2,5,3,10,10,10,2,2,3,7,0,5,1,2,672.0
9326,24,1,0,1,1,1,4,5,6,0,10,2,3,8,7,10,0,3,3,608.4
9327,24,0,1,1,1,1,0,5,1,0,10,1,0,7,7,0,0,0,1,592.9
9328,24,0,1,0,1,0,8,3,4,3,10,4,0,8,7,10,2,1,5,625.4
9329,24,0,2,1,2,2,4,3,5,4,8,8,3,10,8,3,4,2,3,677.0
9330,24,1,1,1,2,2,5,4,5,4,8,3,4,9,6,3,2,3,3,662.8
9331,24,1,2,0,2,2,5,2,5,5,10,3,4,10,4,3,5,1,5,677.9
9332,24,1,0,0,1,0,5,2,5,3,10,5,1,8,8,0,10,2,5,693.6
9333,24,1,0,1,2,2,4,1,10,3,7,6,3,5,7,7,3,4,2,670.7
9334,24,1,0,0,1,0,7,1,8,8,10,8,3,10,8,4,5,5,5,734.8
9335,24,0,1,0,2,2,1,3,3,2,7,0,1,7,6,6,1,1,2,606.3
9336,34,1,0,1,2,2,4,2,5,3,10,6,1,10,8,0,10,2,5,697.4
9337,24,0,1,1,2,2,1,4,2,2,7,2,1,5,6,5,2,1,2,605.9
9338,24,1,2,0,2,2,0,0,10,5,10,10,10,10,9,7,6,10,1,726.5
9339,52,1,2,0,1,1,0,5,0,0,0,0,0,1,1,10,0,0,0,480.0
9340,24,0,1,1,1,1,3,1,10,2,10,6,0,3,7,0,8,2,3,643.1
9341,52,1,1,1,2,2,5,1,1,2,4,7,1,7,7,0,4,4,3,652.4
9342,34,0,1,0,2,2,7,1,3,3,5,2,3,4,7,0,2,0,3,643.3
9343,52,1,3,1,2,2,5,1,3,4,6,2,1,6,7,7,5,2,5,674.3
9344,34,0,0,0,2,2,8,1,3,1,3,3,1,5,7,10,2,2,2,643.5
9345,24,0,2,0,2,2,2,1,5,1,2,1,1,3,7,1,2,2,1,602.3
9346,49,0,1,0,2,2,3,4,5,10,10,7,2,9,7,4,10,8,3,702.1
9347,34,1,0,0,1,1,10,1,10,10,10,10,5,10,8,0,10,3,5,792.6
9348,24,0,2,0,1,1,4,2,3,3,10,6,2,7,6,4,3,2,0,606.3
9349,49,0,0,1,2,2,1,5,5,10,10,1,0,1,10,0,10,1,3,646.7
9350,34,0,2,0,2,2,8,3,6,3,10,7,7,7,6,4,10,5,2,693.0
9351,34,0,1,0,2,2,4,4,4,5,5,4,4,5,7,5,5,5,4,658.8
9352,24,1,3,1,1,1,2,2,5,6,8,3,1,4,8,6,3,4,4,648.6
9353,34,1,1,1,1,0,1,3,0,0,1,0,0,3,10,0,1,0,3,582.5
9354,24,1,0,0,1,1,8,1,3,2,5,2,6,3,9,0,1,1,3,667.3
9355,49,0,0,1,2,2,10,0,8,10,10,5,2,8,8,0,6,10,5,759.9
9356,49,0,1,0,2,2,9,5,0,10,10,1,6,10,7,0,5,1,2,697.2
9357,24,1,0,1,2,2,8,4,10,4,7,5,3,7,7,0,10,4,5,689.8
9358,52,0,0,0,2,2,7,1,6,4,3,1,2,4,7,0,4,4,4,697.7
9359,52,0,0,1,2,2,7,5,6,5,3,1,3,6,6,10,4,0,5,612.9
9360,52,0,2,1,2,2,7,3,5,4,10,2,1,4,8,0,10,1,5,696.2
9361,52,1,3,0,1,1,9,2,6,4,3,3,1,7,8,0,8,2,5,703.6
9362,52,1,0,1,2,2,9,2,4,4,4,2,1,7,8,0,9,1,5,698.5
9363,24,1,3,0,1,0,6,0,4,8,10,5,4,8,7,3,6,6,4,712.1
9364,24,0,1,0,2,2,7,1,8,0,5,3,2,8,8,0,5,0,2,676.6
9365,52,0,2,1,2,2,3,4,1,4,9,3,8,6,6,0,8,3,3,631.6
9366,52,0,0,1,2,2,7,1,3,0,2,0,1,8,7,0,4,0,2,637.3
9367,52,1,1,1,2,2,6,3,10,10,10,7,1,8,7,5,10,8,4,730.8
9368,52,0,1,0,1,0,6,4,5,10,5,2,5,5,7,0,5,5,5,653.7
9369,52,0,2,1,1,1,3,5,4,10,8,0,3,6,5,10,7,8,3,651.8
9370,24,0,3,0,2,2,6,5,5,10,10,7,1,2,7,2,5,2,2,649.7
9371,34,0,2,1,2,2,7,2,7,8,8,7,6,3,8,0,7,6,4,723.2
9372,34,1,0,1,2,2,10,2,10,6,5,3,3,10,7,4,5,8,1,697.2
9373,52,1,2,0,2,2,6,0,4,10,6,5,5,10,7,0,10,4,5,755.0
9374,49,0,1,0,2,2,6,2,6,6,8,8,5,7,7,10,6,9,4,717.0
9375,52,0,1,1,2,2,6,4,10,6,5,5,4,5,5,0,7,4,2,672.0
9376,52,0,1,0,2,2,10,2,1,2,4,0,7,3,7,3,2,0,2,626.1
9377,52,0,1,1,2,2,10,2,1,2,3,3,8,3,7,3,2,1,2,644.8
9378,24,0,3,0,2,2,6,2,4,4,8,6,2,7,8,0,5,4,2,684.9
9379,24,1,1,0,2,2,7,4,8,5,10,2,4,2,8,2,0,4,4,666.9
9380,24,0,1,1,1,1,2,3,4,4,6,0,1,3,6,10,0,0,5,585.1
9381,24,0,2,1,1,1,8,3,10,7,10,5,1,8,7,0,10,3,4,691.7
9382,24,0,3,1,1,0,7,4,5,5,10,4,3,7,6,6,3,4,4,633.5
9383,24,0,3,0,2,2,6,3,5,3,10,4,2,4,7,6,10,2,3,655.2
9384,24,0,3,0,2,2,9,3,8,7,9,7,5,6,8,0,7,5,4,710.2
9385,24,0,2,0,1,1,7,2,4,8,10,5,4,8,7,10,4,3,4,659.4
9386,24,0,1,0,2,2,5,3,3,2,10,1,0,9,8,0,0,1,5,651.3
9387,24,1,2,0,1,1,10,4,5,10,10,2,1,10,7,10,10,2,4,697.2
9388,24,0,2,0,2,2,4,5,9,4,10,5,3,6,6,10,7,3,5,653.7
9389,24,1,1,0,1,0,3,2,5,1,10,3,2,8,7,0,5,2,5,666.2
9390,52,0,1,0,2,2,10,2,10,9,4,10,3,10,8,0,10,4,5,768.8
9391,24,1,0,0,1,1,10,4,5,3,10,3,3,8,7,10,4,1,4,681.5
9392,24,1,3,0,1,0,4,3,10,6,10,5,5,7,8,1,0,3,4,674.7
9393,24,1,3,0,1,1,3,2,4,1,10,3,2,8,7,10,4,2,4,632.2
9394,52,0,3,0,1,1,5,4,4,7,7,7,5,5,6,0,5,4,3,651.8
9395,24,0,3,1,1,0,6,5,3,7,10,6,2,4,8,8,2,1,2,619.7
9396,52,1,2,0,2,2,10,0,2,1,1,5,1,2,9,10,5,8,5,643.3
9397,24,0,2,1,2,2,5,3,7,7,10,10,3,8,8,3,7,2,5,693.6
9398,52,0,1,0,2,2,7,3,10,10,10,0,2,8,7,3,5,1,4,710.4
9399,52,0,3,0,1,1,2,3,5,10,6,9,1,7,8,0,10,4,5,701.9
9400,49,0,0,0,2,2,6,2,6,7,10,2,5,10,7,0,4,1,4,690.4
9401,52,0,3,1,1,1,5,5,7,5,4,2,1,8,6,0,7,2,3,671.1
9402,52,1,3,1,2,2,5,2,3,4,1,6,3,4,7,0,10,4,4,680.7
9403,24,0,1,1,2,2,4,4,2,2,4,9,3,7,7,1,10,4,4,689.8
9404,24,0,0,1,1,1,6,4,4,2,10,4,4,8,9,0,4,1,5,647.9
9405,24,0,3,0,2,2,5,2,6,4,10,6,3,6,8,0,10,2,5,705.1
9406,24,0,1,1,2,2,5,3,0,1,6,0,0,3,6,0,1,1,2,612.3
9407,24,0,1,0,2,2,8,4,8,3,10,4,3,8,6,0,3,3,5,676.2
9408,24,0,0,1,2,2,7,3,5,2,7,5,2,5,7,0,7,1,2,645.2
9409,24,0,1,0,2,2,6,1,10,10,10,5,5,10,6,2,7,3,4,734.4
9410,24,0,1,0,2,2,9,3,10,10,10,10,7,6,6,7,3,7,4,720.0
9411,24,1,0,0,1,1,3,4,10,7,5,5,1,10,7,5,3,5,3,680.2
9412,24,1,1,1,2,2,8,2,10,10,10,9,7,10,9,0,4,3,3,750.3
9413,24,1,1,1,2,2,3,0,5,5,10,0,2,4,6,0,5,1,2,648.2
9414,24,1,2,0,2,2,4,4,3,3,6,2,5,5,7,7,5,0,5,629.9
9415,24,0,1,0,1,1,5,4,5,5,10,4,2,5,7,10,9,4,1,643.5
9416,24,1,1,0,2,2,1,5,2,2,5,1,6,5,2,3,9,8,5,627.2
9417,24,1,1,1,2,2,3,3,9,10,10,6,4,5,6,4,9,2,3,704.5
9418,24,1,3,0,1,1,8,2,8,5,10,6,6,5,7,0,3,3,5,706.4
9419,24,1,0,1,2,2,9,4,7,8,10,8,5,8,7,0,0,6,4,729.1
9420,24,1,1,0,2,2,2,4,1,1,5,0,1,6,3,8,1,1,1,559.6
9421,24,1,3,1,1,0,0,1,5,2,10,0,3,3,4,10,0,5,2,571.1
9422,24,0,0,1,2,2,5,5,3,4,10,6,3,7,6,10,6,1,2,657.3
9423,24,1,1,0,1,0,5,5,5,3,10,5,2,5,4,5,10,1,1,605.5
9424,24,0,1,1,1,0,3,4,1,1,10,0,1,9,9,0,2,1,3,627.7
9425,24,0,0,1,2,2,5,3,8,10,10,4,5,8,8,8,3,3,2,688.5
9426,24,0,3,1,1,0,3,4,1,1,10,0,0,9,9,0,2,2,3,629.4
9427,24,0,2,0,2,2,2,2,2,3,8,2,2,4,8,3,0,1,2,633.3
9428,24,0,3,1,1,1,9,4,10,8,10,10,0,10,8,10,4,4,5,705.9
9429,24,1,3,1,1,0,2,1,5,0,10,0,2,4,4,0,0,3,2,586.6
9430,24,1,1,0,2,2,7,2,6,6,10,9,1,10,8,6,7,5,3,717.8
9431,24,1,0,0,1,0,7,3,8,5,10,7,5,8,8,0,7,2,5,731.0
9432,24,1,3,1,1,0,3,2,8,7,10,10,9,10,6,0,10,5,5,737.8
